,relationRT,relationOrange,relationBlue,relationOrangeBlue,expRT,expOrange,expBlue,expBoth,intention1RT,intention1,intention2RT,intention2,desireRT,desire,knowledge1RT,knowledge1,attentionCheckRT,attentionCheck,attention1RT,attention1,attention2RT,attentionOrange,attentionBlue,attentionBulb,id,language,age,gender,condition,totalRT,flat,intentionMean,relationBlueNorm,relationOrangeNorm,relationOrangeBlueNorm,max,expBlueNorm,expOrangeNorm,expBothNorm,expectationMax
1,15.246,9,1,5,8.955,9,9,3,3.589,9,3.52,9,3.072,9,4.264,3,3.079,1,7.238,2,11.102,0,0,1,5f22f7cf950b7403b88e8deb,Spanish,24,Female,condition 1,2.331516667,FALSE,9,0.066666667,0.6,0.333333333,15,0.428571429,0.428571429,0.142857143,21
2,15.546,8,3,8,12.504,4,9,4,4.512,6,3.62,9,3.521,9,4.524,5,7.033,2,6.616,2,7.956,0,0,1,608186dfc368e926ac75f982,Spanish,25,Other,condition 1,2.859166667,FALSE,7.5,0.157894737,0.421052632,0.421052632,19,0.529411765,0.235294118,0.235294118,17
3,29.857,5,2,7,18.226,6,6,3,7.338,7,5.295,6,4.408,7,5.06,8,4.776,2,9.445,2,16.244,0,0,1,5e6eee3b59a3bd4ab98f849e,English,32,Male,condition 2,3.442766667,FALSE,6.5,0.142857143,0.357142857,0.5,14,0.4,0.4,0.2,15
4,12.793,9,1,1,12.618,1,1,1,4.282,9,6.132,5,6.597,1,6.062,8,4.727,1,9.96,2,11.324,0,0,1,6065db5d25d3846dd15edfff,portuguese,24,Other,condition 2,2.643216667,FALSE,7,0.090909091,0.818181818,0.090909091,11,0.333333333,0.333333333,0.333333333,3
5,16.309,9,1,5,9.179,9,9,9,4.045,8,3.828,9,5.089,9,4.927,1,4.168,6,14.684,2,13.156,0,0,1,5954f88f09a2890001b512ac,Estonian,35,Female,condition 1,2.990816667,FALSE,8.5,0.066666667,0.6,0.333333333,15,0.333333333,0.333333333,0.333333333,27
6,22.372,1,5,7,27.895,6,4,3,5.888,4,3.221,6,4.361,7,4.143,5,7.442,2,10.921,2,14,0,0,1,5d80a878ec33500001aaaa94,estonian,27,Female,condition 2,3.608483333,FALSE,5,0.384615385,0.076923077,0.538461538,13,0.307692308,0.461538462,0.230769231,13
7,14.137,9,1,1,13.448,5,9,7,3.982,9,3,9,3.204,9,6.191,4,4.504,1,6.548,2,8.165,0,0,1,5f3175dfe3807d01460c9eb0,English,32,NA,condition 1,2.63265,FALSE,9,0.090909091,0.818181818,0.090909091,11,0.428571429,0.238095238,0.333333333,21
8,18.703,5,5,9,16.696,4,8,5,6.428,7,3.969,8,5.726,9,8.11,4,6.272,3,18.94,2,22.349,0,0,1,5f6132f075b3fa0ac649fd3c,italian,24,Female,condition 1,3.76415,FALSE,7.5,0.263157895,0.263157895,0.473684211,19,0.470588235,0.235294118,0.294117647,17
9,22.679,1,8,9,14.886,9,4,9,5.774,9,3.44,9,5.768,9,8.016,4,7.503,3,11.423,2,12.319,0,0,1,6152dbf7c8bec3e8acbb2d9b,N Sotho,22,Female,condition 1,3.534116667,FALSE,9,0.444444444,0.055555556,0.5,18,0.181818182,0.409090909,0.409090909,22
10,15.352,5,5,8,14.361,1,1,1,7.796,7,4.433,6,3.85,8,11.549,7,8.005,1,12.662,2,20.596,0,0,1,60fc39cce64c39328a7c8904,Polish,25,Male,condition 2,4.4992,FALSE,6.5,0.277777778,0.277777778,0.444444444,18,0.333333333,0.333333333,0.333333333,3
11,39.248,5,1,9,21.594,5,5,8,10.246,8,4.534,9,5.05,9,10.385,5,7.381,1,9.91,2,11.665,0,0,1,6107065e11b9baa9ea1e3300,Swedish,37,Male,condition 2,4.6034,FALSE,8.5,0.066666667,0.333333333,0.6,15,0.277777778,0.277777778,0.444444444,18
12,30.09,6,3,8,23.188,3,9,6,6.215,8,4.156,9,6.629,9,7.095,2,7.134,2,10.991,2,11.693,1,1,0,615168c285406a8d37bbb506,spanish,34,Male,condition 1,3.596466667,FALSE,8.5,0.176470588,0.352941176,0.470588235,17,0.5,0.166666667,0.333333333,18
13,17.483,5,1,5,14.649,1,5,5,3.486,9,2.816,9,3.218,5,4.727,5,8.424,5,5.974,2,13.092,1,1,0,6106975c6d048f0719bcd193,English,28,Female,condition 2,2.616833333,FALSE,9,0.090909091,0.454545455,0.454545455,11,0.454545455,0.090909091,0.454545455,11
14,24.5,9,2,5,15.171,9,9,9,7.776,4,4.687,9,4.293,9,6.679,6,4.904,3,11.349,2,12.106,0,0,1,6139133041546096188da709,Spanish,21,Male,condition 1,3.87595,FALSE,6.5,0.125,0.5625,0.3125,16,0.333333333,0.333333333,0.333333333,27
15,35.562,1,1,9,27.207,8,9,1,8.868,9,4.567,9,4.623,9,9.263,6,6.431,1,10.07,2,10.215,0,0,1,5b2e7ece975e260001e921b7,Latvian,22,Female,condition 1,4.641266667,FALSE,9,0.090909091,0.090909091,0.818181818,11,0.5,0.444444444,0.055555556,18
16,18.577,8,2,3,13.83,1,9,1,7.852,4,5.109,8,9.456,7,10.258,4,55.609,3,11.139,2,13.015,0,0,1,6102a26b6d0c3aca4236910a,Latvian,19,Female,condition 1,4.429316667,FALSE,6,0.153846154,0.615384615,0.230769231,13,0.818181818,0.090909091,0.090909091,11
17,23.126,7,1,7,21.346,4,8,4,8.094,8,4.518,9,4.514,9,12.585,5,9.966,2,7.475,2,13.645,0,0,1,5c522508fcbef20001939a03,Portuguese,25,Female,condition 1,4.32355,FALSE,8.5,0.066666667,0.466666667,0.466666667,15,0.5,0.25,0.25,16
18,25.255,9,1,3,24.675,3,9,2,9.614,3,3.156,9,6.223,9,6.085,2,5.41,1,11.465,2,21.255,0,0,1,6131bec23728322dedc7d2f5,ENglish,32,Female,condition 1,3.780183333,FALSE,6,0.076923077,0.692307692,0.230769231,13,0.642857143,0.214285714,0.142857143,14
19,25.695,7,2,5,22.1,8,8,7,3.557,8,3.323,8,3.797,9,8.379,5,4.316,2,100.849,2,39.185,0,0,1,60d747a07815eaee68ed4124,NA,NA,NA,condition 1,4.864766667,FALSE,8,0.142857143,0.5,0.357142857,14,0.347826087,0.347826087,0.304347826,23
20,28.409,7,1,7,16.543,4,7,4,7.896,6,5.655,9,3.672,9,8.632,3,6.56,1,6.903,2,10.113,0,0,1,5ec3a28f46bca2016fc91c3f,Greek / German,NA,NA,condition 1,4.216483333,FALSE,7.5,0.066666667,0.466666667,0.466666667,15,0.466666667,0.266666667,0.266666667,15
21,32.747,5,5,9,13.598,5,5,9,3.913,9,3.242,9,3.871,8,8.604,9,12.872,4,12.273,2,15.505,0,0,1,6148b6b5b622547662d58f4c,Afrikaans,23,Male,condition 2,4.184866667,FALSE,9,0.263157895,0.263157895,0.473684211,19,0.263157895,0.263157895,0.473684211,19
22,63.867,5,3,7,35.897,8,6,8,8.754,9,5.297,8,3.018,9,4.771,7,9.436,4,14.991,2,10.533,0,0,1,589b7f625e63bf00013b2e5a,Polish,NA,NA,condition 1,4.382283333,FALSE,8.5,0.2,0.333333333,0.466666667,15,0.272727273,0.363636364,0.363636364,22
23,26.894,5,5,9,25.157,7,5,5,5.858,7,4.24,8,5.011,9,6.79,5,4.997,3,14.947,2,17.289,0,0,1,5fb125b6421ce1554a4cbb7f,Italian,25,Male,condition 1,4.293683333,FALSE,7.5,0.263157895,0.263157895,0.473684211,19,0.294117647,0.411764706,0.294117647,17
24,40.335,5,3,8,27.24,3,7,5,12.137,6,4.391,9,3.654,8,12.392,6,13.755,4,9.231,2,17.441,0,0,1,5e54f230a4cd214f0f6ca6f1,Russian,29,Male,condition 2,4.0477,FALSE,7.5,0.1875,0.3125,0.5,16,0.466666667,0.2,0.333333333,15
25,16.872,5,5,9,10.496,9,5,5,4.877,8,2.918,9,5.813,5,3.386,5,5.319,2,11.982,2,15.157,0,0,1,60904c94624b2f6fe5956504,Croatian,28,Female,condition 2,3.15705,FALSE,8.5,0.263157895,0.263157895,0.473684211,19,0.263157895,0.473684211,0.263157895,19
26,29.66,9,1,5,18.668,6,9,4,9.377,4,3.792,8,4.91,9,6.729,6,5.48,9,11.582,2,18.635,0,0,1,60fd1ec679d0faf958e4e1ec,french,21,Female,condition 1,4.012633333,FALSE,6,0.066666667,0.6,0.333333333,15,0.473684211,0.315789474,0.210526316,19
27,24.575,5,1,5,15.664,4,7,2,6.842,7,7.675,9,5.551,9,5.521,6,6.457,1,8.098,2,12.589,0,0,1,589b9715a7d45800010429b6,English,48,Female,condition 1,3.3868,FALSE,8,0.090909091,0.454545455,0.454545455,11,0.538461538,0.307692308,0.153846154,13
28,19.68,5,5,9,26.359,7,3,5,8.3,7,5.128,9,6.239,8,7.695,5,6.044,3,14.259,2,18.847,0,0,1,603d46cec71a1cbcaa9728a5,italian,23,Female,condition 2,4.33555,FALSE,8,0.263157895,0.263157895,0.473684211,19,0.2,0.466666667,0.333333333,15
29,17.401,6,6,9,31.343,7,7,9,6.13,8,4.118,8,4.758,8,3.862,8,4.548,3,10.585,2,17.002,0,0,1,613506424a9cfeba4dca7bc0,English,27,Male,condition 2,4.0015,FALSE,8,0.285714286,0.285714286,0.428571429,21,0.304347826,0.304347826,0.391304348,23
30,14.918,5,5,9,15.838,5,5,9,4.823,9,2.896,9,3.912,9,5.015,8,10.311,2,8.487,2,10.367,0,0,1,6138aea178ad34d722759561,hebrew,33,Male,condition 2,3.13255,FALSE,9,0.263157895,0.263157895,0.473684211,19,0.263157895,0.263157895,0.473684211,19
31,39.866,7,1,9,20.993,9,1,9,6.574,9,4.383,9,5.291,9,6.09,9,4.48,1,8.144,2,12.718,0,0,1,5e889c2d3aa428000bbf212e,Spanish,27,Female,condition 2,4.66,FALSE,9,0.058823529,0.411764706,0.529411765,17,0.052631579,0.473684211,0.473684211,19
32,23.007,8,2,2,17.485,2,4,7,7.838,5,3.839,7,4.232,7,4.696,6,4.216,2,8.935,2,19.191,0,0,0,5be971d66739f900018e4e23,Spanish,44,Female,condition 2,3.685,FALSE,6,0.166666667,0.666666667,0.166666667,12,0.307692308,0.153846154,0.538461538,13
33,12.573,6,1,9,13.52,7,8,9,7.581,9,5.548,9,4.146,8,4.526,7,10.486,2,8.306,2,10.002,0,0,1,60fd2716af893d507fa3b6de,English,22,Female,condition 1,3.156433333,FALSE,9,0.0625,0.375,0.5625,16,0.333333333,0.291666667,0.375,24
34,29.553,6,4,3,23.087,4,6,3,7.421,5,8.125,7,5.602,6,8.508,5,7.319,4,7.797,2,25.57,1,1,1,5e2d51e29247f434c01906a3,NA,NA,NA,condition 1,3.630583333,FALSE,6,0.307692308,0.461538462,0.230769231,13,0.461538462,0.307692308,0.230769231,13
35,42.628,6,4,7,32.704,5,7,8,7.8,3,9.774,8,7.683,7,9.938,4,11.308,6,11.727,2,35.29,0,0,0,6095a5a19f25b74bb3e8e5c5,French,18,Male,condition 2,5.410283333,FALSE,5.5,0.235294118,0.352941176,0.411764706,17,0.35,0.25,0.4,20
36,20.366,5,4,8,12.842,4,5,7,4.815,6,4.824,2,3.29,7,5.047,5,6.723,2,11.031,2,10.929,0,0,1,5edb83da3d15358034dc62f7,greek,25,Female,condition 1,3.669933333,FALSE,4,0.235294118,0.294117647,0.470588235,17,0.3125,0.25,0.4375,16
37,28.502,5,5,9,18.734,6,6,9,6.855,9,4.056,9,5.103,9,6.304,9,5.495,1,14.936,2,22.878,1,0,0,5c91bb1418adb600011a5e72,Spanish,33,Male,condition 2,4.294666667,FALSE,9,0.263157895,0.263157895,0.473684211,19,0.285714286,0.285714286,0.428571429,21
38,17.94,8,7,8,10.348,8,8,8,3.667,7,3.716,7,3.202,7,4.456,7,6.698,4,13.621,2,16.408,1,1,1,615b6abb6e03836881dc99d8,italian,25,Female,condition 1,2.794466667,FALSE,7,0.304347826,0.347826087,0.347826087,23,0.333333333,0.333333333,0.333333333,24
39,36.533,9,6,8,27.655,8,8,7,9.359,8,5.018,8,6.947,9,5.269,8,10.429,3,8.935,2,64.479,0,0,1,5fff1c36e4007860b8e70a00,Polish,28,Female,condition 2,5.828983333,FALSE,8,0.260869565,0.391304348,0.347826087,23,0.347826087,0.347826087,0.304347826,23
40,28.94,5,9,9,19.91,5,9,9,6.598,8,7.096,9,6.637,9,7.984,7,6.448,3,11.407,2,29.679,1,0,1,616fe5923739e373c33ee500,Xhosa,30,Female,condition 2,4.879616667,FALSE,8.5,0.391304348,0.217391304,0.391304348,23,0.391304348,0.217391304,0.391304348,23
41,28.114,1,1,9,31.711,1,1,9,7.808,9,5.957,9,10.987,9,7.55,8,7.482,1,22.317,2,20.832,0,0,1,615ace5aa72cd06120cce82f,NA,NA,NA,condition 2,5.7232,FALSE,9,0.090909091,0.090909091,0.818181818,11,0.090909091,0.090909091,0.818181818,11
42,24.323,7,3,5,26.478,3,7,3,14.718,3,4.416,7,5.608,9,18.408,3,7.069,3,11.927,2,38.255,1,0,1,61529489226293f64f626419,Latvian,30,Male,condition 1,4.793216667,FALSE,5,0.2,0.466666667,0.333333333,15,0.538461538,0.230769231,0.230769231,13
43,31.522,6,6,9,20.811,6,6,9,4.167,9,13.904,9,5.088,9,4.775,9,8.302,1,9.03,2,11.845,0,0,1,5d3f1485e4a75b0018fabac2,English,60,Female,condition 2,4.16795,FALSE,9,0.285714286,0.285714286,0.428571429,21,0.285714286,0.285714286,0.428571429,21
44,35.997,7,1,8,35.475,5,8,9,8.42,8,6.785,7,8.002,7,8.129,8,8.382,1,18.397,2,13.091,0,0,1,613ba0edafb39dca148083bb,Español,21,Male,condition 1,5.3663,FALSE,7.5,0.0625,0.4375,0.5,16,0.363636364,0.227272727,0.409090909,22
45,15.247,1,1,9,13.35,5,5,5,6.311,9,3.391,9,3.976,9,4.928,9,5.791,1,8.896,2,11.952,0,0,1,5f47fd1ad8bdca27ba978764,Swedish,37,Female,condition 2,3.39645,FALSE,9,0.090909091,0.090909091,0.818181818,11,0.333333333,0.333333333,0.333333333,15
46,26.754,2,2,9,12.014,2,2,9,4.633,9,4.291,9,3.766,9,4.012,9,6.538,1,16.656,2,13.643,0,0,1,610a4fe4817ef120648c9d2b,NA,NA,NA,condition 2,3.402183333,FALSE,9,0.153846154,0.153846154,0.692307692,13,0.153846154,0.153846154,0.692307692,13
47,27.456,4,6,8,31.218,6,5,6,8.038,8,3.638,7,7.694,8,6.873,4,8.236,3,15.422,2,15.502,0,0,1,6170989662ba0721cc90147c,French,29,Female,condition 2,4.419666667,FALSE,7.5,0.333333333,0.222222222,0.444444444,18,0.294117647,0.352941176,0.352941176,17
48,29.948,9,3,6,28.232,3,9,7,8.678,6,4.41,9,4.46,9,4.79,7,6.383,2,11.297,2,12.645,0,0,1,6164898326b315033e6c6e71,English,20,Male,condition 2,5.098683333,FALSE,7.5,0.166666667,0.5,0.333333333,18,0.473684211,0.157894737,0.368421053,19
49,40.514,5,5,9,23.732,4,4,9,7.198,8,4.083,8,5.25,7,8.066,7,9.499,3,10.866,2,18.182,0,0,1,614e6d33a61b00cbe601ea78,spanish,24,Female,condition 2,5.29495,FALSE,8,0.263157895,0.263157895,0.473684211,19,0.235294118,0.235294118,0.529411765,17
50,13.458,4,4,9,20.393,3,3,3,4.625,8,6.608,8,5.79,8,3.354,8,4.063,2,6.572,2,9.615,0,0,1,6146f00304ffc2626b914d5e,English,38,Female,condition 2,2.97265,FALSE,8,0.235294118,0.235294118,0.529411765,17,0.333333333,0.333333333,0.333333333,9
51,24.267,1,4,6,13.444,1,8,8,3.29,7,2.167,8,3.563,8,4.14,5,12.089,3,9.345,2,6.905,0,0,1,611c05c2d9c335f50dc7331f,Dutch,19,Male,condition 1,3.471666667,FALSE,7.5,0.363636364,0.090909091,0.545454545,11,0.470588235,0.058823529,0.470588235,17
52,18.431,8,1,8,15.078,7,7,3,5.175,9,3.696,9,2.928,9,5.232,2,5.024,2,9.399,2,11.615,0,0,1,5f7b57a09155a20fb21f0420,greek,25,Female,condition 1,3.3125,FALSE,9,0.058823529,0.470588235,0.470588235,17,0.411764706,0.411764706,0.176470588,17
53,29.036,4,2,9,25.379,4,2,9,13.396,8,5.456,7,6.582,9,9,6,8.46,1,9.91,2,14.299,0,0,1,5e00a150ff28a8c8fd4ce99a,English,54,Female,condition 2,4.5918,FALSE,7.5,0.133333333,0.266666667,0.6,15,0.133333333,0.266666667,0.6,15
54,29.971,1,1,9,41.708,1,2,8,4.417,8,7.885,9,6.095,8,6.04,8,8.207,2,15.5,2,24.032,0,1,1,5e2d847b6fcec73645cd20f0,Greek,25,Male,condition 2,4.9253,FALSE,8.5,0.090909091,0.090909091,0.818181818,11,0.181818182,0.090909091,0.727272727,11
55,39.548,8,4,7,30.768,8,8,2,10.218,8,3.656,9,4.14,9,6.079,6,8.31,1,7.826,2,20.111,0,0,1,5dd8da70fef7c2880a12500d,English,34,Male,condition 1,3.903533333,FALSE,8.5,0.210526316,0.421052632,0.368421053,19,0.444444444,0.444444444,0.111111111,18
56,61.089,5,6,8,12.854,7,6,8,4.503,7,11.608,9,4.632,9,8.991,7,8.151,2,16.568,2,20.374,0,0,1,611d03b822d4c8e041ea0c32,English,25,Female,condition 2,4.638216667,FALSE,8,0.315789474,0.263157895,0.421052632,19,0.285714286,0.333333333,0.380952381,21
57,14.926,3,3,8,17.426,4,3,7,3.427,7,3.152,7,2.465,7,3.628,7,3.432,3,7.056,2,10.732,0,0,1,5c4068a67f81e900012b281e,English,26,Male,condition 2,2.3884,FALSE,7,0.214285714,0.214285714,0.571428571,14,0.214285714,0.285714286,0.5,14
58,31.122,8,7,9,14.187,7,7,9,7.52,7,4.155,9,5.279,7,5.519,7,14.564,2,11.548,2,10.183,0,0,1,5e73ded1027e893642055f86,Greek,24,Female,condition 2,4.692433333,FALSE,8,0.291666667,0.333333333,0.375,24,0.304347826,0.304347826,0.391304348,23
59,15.208,9,6,6,22.455,4,3,7,6.57,6,5.378,7,3.592,8,3.829,5,5.446,3,15.117,2,10.208,0,0,1,5ebc3b504d0cc505d779b1ef,NA,NA,NA,condition 2,3.19495,FALSE,6.5,0.285714286,0.428571429,0.285714286,21,0.214285714,0.285714286,0.5,14
60,21.814,1,1,9,24.296,1,1,9,6.769,9,5.406,8,5.234,9,23.724,9,10.453,2,12.117,2,18.879,0,0,1,5e8dddaf3d1b57068b77b2f2,Latvian,20,Female,condition 2,6.7338,FALSE,8.5,0.090909091,0.090909091,0.818181818,11,0.090909091,0.090909091,0.818181818,11
61,15.97,9,1,5,9.098,7,3,7,5.679,9,5.456,8,2.674,8,8.048,6,3.667,3,9.447,2,12.366,0,0,1,5d52ab52a451dd0019036227,NA,NA,NA,condition 1,2.494416667,FALSE,8.5,0.066666667,0.6,0.333333333,15,0.176470588,0.411764706,0.411764706,17
62,51.714,8,1,9,45.877,5,5,7,6.231,9,4.555,9,4.437,9,13.144,7,11.894,3,21.352,2,20.978,0,0,1,60afa1cf7a3190708f680de2,Xhosa,33,Male,condition 2,5.50885,FALSE,9,0.055555556,0.444444444,0.5,18,0.294117647,0.294117647,0.411764706,17
63,34.828,4,4,9,20.837,4,4,8,9.817,7,7.131,8,6.187,8,6.861,8,11.719,2,19.04,2,22.492,0,0,1,60ab92bc427614f8a9f660bf,italian,22,Female,condition 2,5.321383333,FALSE,7.5,0.235294118,0.235294118,0.529411765,17,0.25,0.25,0.5,16
64,19.023,6,1,8,32.478,3,8,5,3.919,9,3.129,9,3.911,8,4.943,8,6.135,3,10.759,2,10.695,0,0,1,607417a6a2b03d66922db6c1,Portuguese,23,Female,condition 2,4.086816667,FALSE,9,0.066666667,0.4,0.533333333,15,0.5,0.1875,0.3125,16
65,31.799,5,5,8,21.527,6,3,8,6.991,8,3.888,9,5.28,8,7.255,7,5.863,4,10.416,2,19.632,0,0,1,6092d6c40ddf25b74e934eef,Greek,26,Male,condition 2,4.00705,FALSE,8.5,0.277777778,0.277777778,0.444444444,18,0.176470588,0.352941176,0.470588235,17
66,29.786,5,5,9,12.932,7,7,9,4.906,9,5.181,9,3.977,9,5.657,9,5.718,1,11.081,2,17.821,0,0,1,5f516f7a9fbb963ab5530171,English,20,Male,condition 2,3.72755,FALSE,9,0.263157895,0.263157895,0.473684211,19,0.304347826,0.304347826,0.391304348,23
67,14.821,7,3,9,20.243,6,6,7,6.013,8,5.287,7,4.613,9,4.717,4,4.861,1,12.315,2,40.441,0,0,1,60e099244c0d9d0e106d9459,italian,18,Female,condition 1,4.553316667,FALSE,7.5,0.157894737,0.368421053,0.473684211,19,0.315789474,0.315789474,0.368421053,19
68,46.642,7,4,8,23.649,7,5,8,11.691,7,7.651,8,6.166,9,6.459,8,10.874,2,26.27,2,22.349,0,0,1,617283c7175df5d1f087071c,NA,NA,NA,condition 2,4.747833333,FALSE,7.5,0.210526316,0.368421053,0.421052632,19,0.25,0.35,0.4,20
69,55.739,6,5,8,38.384,7,8,6,6.504,8,3.562,7,4.314,8,8.192,6,6.359,2,15.467,2,13.646,0,0,1,60e5b46b01e315887e930069,polish,NA,NA,condition 1,5.01525,FALSE,7.5,0.263157895,0.315789474,0.421052632,19,0.380952381,0.333333333,0.285714286,21
70,31.119,7,2,5,12.185,7,5,5,8.922,8,4.089,8,5.277,8,5.237,7,6.043,5,11.555,2,17.224,1,0,1,5e7f2dbd2b1f09000aaa2449,spanish,29,Male,condition 1,4.916383333,FALSE,8,0.142857143,0.5,0.357142857,14,0.294117647,0.411764706,0.294117647,17
71,45.561,6,1,9,20.483,1,1,9,10.843,9,4.776,9,5.139,9,5.782,9,9.698,1,15.85,2,16.064,0,0,1,5c8f70a02675ca0001daf60a,Italian,33,Female,condition 2,4.815916667,FALSE,9,0.0625,0.375,0.5625,16,0.090909091,0.090909091,0.818181818,11
72,55.134,9,1,5,21.083,3,7,5,13.629,7,8.032,7,7.447,8,17.007,6,11.624,3,30.479,2,39.566,0,0,1,613f08c15331ae97a76a91b9,Portugueses,19,Female,condition 1,6.7275,FALSE,7,0.066666667,0.6,0.333333333,15,0.466666667,0.2,0.333333333,15
73,28.764,7,3,5,23.551,3,7,5,7.598,8,3.929,9,5.958,8,3.524,7,4.737,1,11.381,2,8.407,0,0,1,5f9152c0c0568f02fa4ad2c4,polish,21,Male,condition 2,3.9639,FALSE,8.5,0.2,0.466666667,0.333333333,15,0.466666667,0.2,0.333333333,15
74,24.243,5,1,9,33.513,6,1,9,8.597,2,4.439,9,4.616,9,7.599,7,7.392,1,9.678,2,12.429,0,0,1,60b7cff53a6586d87da219db,English,31,Male,condition 1,4.2749,FALSE,5.5,0.066666667,0.333333333,0.6,15,0.0625,0.375,0.5625,16
75,24.781,6,5,8,26.434,5,6,7,9.608,7,4.519,8,10.168,8,5.496,7,8.362,6,10.224,2,17.137,0,0,1,5f9c4f0d30ae1a0cd101a97b,Italian,25,Female,condition 2,4.749983333,FALSE,7.5,0.263157895,0.315789474,0.421052632,19,0.333333333,0.277777778,0.388888889,18
76,33.199,3,6,9,19.353,7,7,9,10.029,6,5.173,9,8.67,9,7.425,6,6.35,5,30.283,2,33.958,0,1,1,6170515180056df60ce0808f,English,22,Female,condition 1,5.8249,FALSE,7.5,0.333333333,0.166666667,0.5,18,0.304347826,0.304347826,0.391304348,23
77,28.775,4,4,9,48.222,4,4,9,10.63,9,6.744,9,3.504,9,3.824,9,12.4,2,17.687,2,18.159,0,0,1,60eea42d73cacede6b54abbe,Sotho,33,Female,condition 2,5.696633333,FALSE,9,0.235294118,0.235294118,0.529411765,17,0.235294118,0.235294118,0.529411765,17
78,20.236,4,6,8,19.544,6,5,6,6.181,5,5.309,6,4.468,7,4.862,5,6.018,1,10.78,2,19.319,0,0,1,604f621ad876bbfb0d9212cf,Spanish,28,Male,condition 2,2.997616667,FALSE,5.5,0.333333333,0.222222222,0.444444444,18,0.294117647,0.352941176,0.352941176,17
